"Ticker";"Qtd";"Valor R$ 31/12/2024";"Discriminação";"Cnpj"
"UNI-V3-POS#1037305";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1037305 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1047274";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1047274 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1057254";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1057254 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1057330";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1057330 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1057395";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1057395 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1057449";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1057449 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1057503";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1057503 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1057580";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1057580 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1057609";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1057609 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1058267";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1058267 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1058491";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1058491 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1058848";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1058848 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1058869";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1058869 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1059709";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1059709 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1059716";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1059716 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1060101";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1060101 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1060632";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1060632 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1060721";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1060721 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1061113";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1061113 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1061139";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1061139 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1061313";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1061313 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1063086";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1063086 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1082030";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1082030 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1085347";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1085347 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1086492";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1086492 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1088983";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1088983 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1128097";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1128097 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1128109";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1128109 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1150552";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1150552 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1157734";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1157734 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1158655";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1158655 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1173580";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1173580 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1174614";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1174614 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1175170";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1175170 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1193581";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1193581 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1193593";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1193593 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1193630";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1193630 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1199252";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1199252 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1199286";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1199286 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1208933";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1208933 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1222269";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1222269 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1235034";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1235034 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1258375";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1258375 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1258405";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1258405 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1272417";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1272417 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1287989";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1287989 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1541420";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1541420 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1591550";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1591550 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1591733";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1591733 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1594376";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1594376 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1612753";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1612753 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1619323";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1619323 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1631293";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1631293 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1633701";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1633701 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1640758";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1640758 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1649363";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1649363 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1649470";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1649470 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1649601";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1649601 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"UNI-V3-POS#1649845";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#1649845 CUSTODIADO NA CARTEIRA LEDGER NA REDE BASE EM 31/12/2024.";""
"BONK";29188206.77076;"3240,22";"SALDO DE 29188206,77076 BONK CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024.";""
"NEAR";59.5139608953;"815,54";"SALDO DE 59,5139609 NEAR CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024.";""
"WBNB";0.0539875247;"38,26";"SALDO DE 0,05398752 WBNB CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024.";""
"STAGE";25304.1384698161;"79,21";"SALDO DE 25304,13846982 STAGE CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024.";""
"BNB";0.0221525327;"52,18";"SALDO DE 0,02215253 BNB CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024.";""
"BTC";8.2e-06;"2,46";"SALDO DE 0,0000082 BTC CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024.";""
"USDC";0.2606221251;"1,53";"SALDO DE 0,26062213 USDC CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024.";""
"UNI-V3-POS#159163";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#159163 CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024.";""
"UNI-V3-POS#159173";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#159173 CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024.";""
"UNI-V3-POS#159626";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#159626 CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024.";""
"UNI-V3-POS#159628";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#159628 CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024.";""
"UNI-V3-POS#159677";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#159677 CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024.";""
"UNI-V3-POS#161249";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#161249 CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024.";""
"UNI-V3-POS#162302";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#162302 CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024.";""
"UNI-V3-POS#162303";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#162303 CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024.";""
"UNI-V3-POS#162468";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#162468 CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024.";""
"UNI-V3-POS#162469";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#162469 CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024.";""
"ENA";12948.3299105326;"25682,64";"SALDO DE 12948,32991053 ENA CUSTODIADO NA CARTEIRA LEDGER NA REDE ETHEREUM 0xe948 EM 31/12/2024.";""
"RLB";9456.689999;"4908,30";"SALDO DE 9456,689999 RLB CUSTODIADO NA CARTEIRA LEDGER NA REDE ETHEREUM 0xe948 EM 31/12/2024.";""
"ETH";0.0266106178;"606,96";"SALDO DE 0,02661062 ETH CUSTODIADO NA CARTEIRA LEDGER NA REDE ETHEREUM 0xe948 EM 31/12/2024.";""
"ETHFI";12.7303050715;"0,00";"SALDO DE 12,73030507 ETHFI CUSTODIADO NA CARTEIRA LEDGER NA REDE ETHEREUM 0xe948 EM 31/12/2024.";""
"SENA";22.99;"0,00";"SALDO DE 22,99 SENA CUSTODIADO NA CARTEIRA LEDGER NA REDE ETHEREUM 0xe948 EM 31/12/2024.";""
"KNINE";31075.0;"1,09";"SALDO DE 31075 KNINE CUSTODIADO NA CARTEIRA LEDGER NA REDE ETHEREUM 0xe948 EM 31/12/2024.";""
"WEETH";9.657e-07;"0,02";"SALDO DE 0,00000097 WEETH CUSTODIADO NA CARTEIRA LEDGER NA REDE ETHEREUM 0xe948 EM 31/12/2024.";""
"RABBYDESKTOP#36510";1.0;"19,80";"SALDO DE 1 RABBYDESKTOP#36510 CUSTODIADO NA CARTEIRA LEDGER NA REDE ETHEREUM 0xe948 EM 31/12/2024.";""
"DFZ#229";1.0;"8586,30";"SALDO DE 1 DFZ#229 CUSTODIADO NA CARTEIRA LEDGER NA REDE ETHEREUM 0xe948 EM 31/12/2024.";""
"KRSWETH";0.0986372;"0,00";"SALDO DE 0,0986372 KRSWETH CUSTODIADO NA CARTEIRA LEDGER NA REDE ETHEREUM 0xe948 EM 31/12/2024.";""
"KSWETH";0.0937826641;"0,00";"SALDO DE 0,09378266 KSWETH CUSTODIADO NA CARTEIRA LEDGER NA REDE ETHEREUM 0xe948 EM 31/12/2024.";""
"FTM";0.0996039101;"0,75";"SALDO DE 0,09960391 FTM CUSTODIADO NA CARTEIRA LEDGER NA REDE FANTOM EM 31/12/2024.";""
"SANIC";1831893.4921165302;"5778,27";"SALDO DE 1831893,49211653 SANIC CUSTODIADO NA CARTEIRA LEDGER NA REDE FANTOM EM 31/12/2024.";""
"ETH";0.0101466338;"231,43";"SALDO DE 0,01014663 ETH CUSTODIADO NA CARTEIRA LEDGERLinea EM 31/12/2024.";""
"MIWEETH";0.2777268133;"0,00";"SALDO DE 0,27772681 MIWEETH CUSTODIADO NA CARTEIRA LEDGERLinea EM 31/12/2024.";""
"MKR";2.48235e-05;"0,00";"SALDO DE 0,00002482 MKR CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"ANKR";0.7964211217;"0,19";"SALDO DE 0,79642112 ANKR CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"MATIC";0.0462918339;"0,03";"SALDO DE 0,04629183 MATIC CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"WETH";1e-10;"0,00";"SALDO DE 0 WETH CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"ZRO";2e-10;"0,00";"SALDO DE 0 ZRO CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"RENDER";1e-10;"0,00";"SALDO DE 0 RENDER CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"SUT";1e-10;"0,00";"SALDO DE 0 SUT CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"DST";1e-10;"0,00";"SALDO DE 0 DST CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2052456";1.0;"199,22";"SALDO DE 1 UNI-V3-POS#2052456 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2053483";1.0;"331,15";"SALDO DE 1 UNI-V3-POS#2053483 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2054258";1.0;"31,87";"SALDO DE 1 UNI-V3-POS#2054258 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2060979";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2060979 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2062258";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2062258 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2063846";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2063846 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2073832";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2073832 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2075470";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2075470 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2075487";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2075487 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2075499";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2075499 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2075724";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2075724 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2075742";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2075742 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2075780";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2075780 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2075783";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2075783 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2075785";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2075785 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2076270";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2076270 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2076458";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2076458 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2076461";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2076461 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2080550";1.0;"282,76";"SALDO DE 1 UNI-V3-POS#2080550 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2081158";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2081158 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2081186";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2081186 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2082414";1.0;"3074,14";"SALDO DE 1 UNI-V3-POS#2082414 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2082597";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2082597 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2082627";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2082627 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2082834";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2082834 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2083355";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2083355 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2083357";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2083357 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2083469";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2083469 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2083531";1.0;"187,23";"SALDO DE 1 UNI-V3-POS#2083531 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2084044";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2084044 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2084049";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2084049 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2084108";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2084108 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2084251";1.0;"278,86";"SALDO DE 1 UNI-V3-POS#2084251 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2084293";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2084293 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2085288";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2085288 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2085289";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2085289 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2085298";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2085298 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2086069";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2086069 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2086384";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2086384 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2086909";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2086909 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2086949";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2086949 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2086963";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2086963 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2086988";1.0;"197,74";"SALDO DE 1 UNI-V3-POS#2086988 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2087577";1.0;"10,59";"SALDO DE 1 UNI-V3-POS#2087577 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2087584";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2087584 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2087596";1.0;"134,77";"SALDO DE 1 UNI-V3-POS#2087596 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2087598";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2087598 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2088112";1.0;"5,28";"SALDO DE 1 UNI-V3-POS#2088112 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2088119";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2088119 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2088126";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2088126 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2088131";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2088131 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2088562";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2088562 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
"UNI-V3-POS#2088565";1.0;"0,00";"SALDO DE 1 UNI-V3-POS#2088565 CUSTODIADO NA CARTEIRA LEDGER NA REDE POLYGON 0xe948 EM 31/12/2024.";""
